"","exp_name","cell_name","AITC.100uM","Menthol.400uM","Capsaicin.300nM","K.40mM"
"X.109121","RD.190407.62.f.m3.w1.Rdata","X.1091",1,0,1,1
"X.109218","RD.190407.62.f.m3.w1.Rdata","X.1092",0,0,0,0
"X.109316","RD.190407.62.f.m3.w1.Rdata","X.1093",0,0,0,0
"X.109415","RD.190407.62.f.m3.w1.Rdata","X.1094",0,0,0,1
"X.109515","RD.190407.62.f.m3.w1.Rdata","X.1095",1,1,0,1
"X.109615","RD.190407.62.f.m3.w1.Rdata","X.1096",0,0,0,1
"X.109715","RD.190407.62.f.m3.w1.Rdata","X.1097",0,0,0,0
"X.109815","RD.190407.62.f.m3.w1.Rdata","X.1098",0,0,0,0
"X.109915","RD.190407.62.f.m3.w1.Rdata","X.1099",0,0,0,0
"X.110016","RD.190407.62.f.m3.w1.Rdata","X.1100",1,1,0,1
"X.110121","RD.190407.62.f.m3.w1.Rdata","X.1101",0,0,0,1
"X.110218","RD.190407.62.f.m3.w1.Rdata","X.1102",0,0,1,1
"X.110316","RD.190407.62.f.m3.w1.Rdata","X.1103",0,0,0,0
"X.110415","RD.190407.62.f.m3.w1.Rdata","X.1104",1,1,0,1
"X.110515","RD.190407.62.f.m3.w1.Rdata","X.1105",1,1,0,1
"X.110615","RD.190407.62.f.m3.w1.Rdata","X.1106",0,0,0,0
"X.110715","RD.190407.62.f.m3.w1.Rdata","X.1107",1,0,0,1
"X.110815","RD.190407.62.f.m3.w1.Rdata","X.1108",0,0,0,0
"X.110915","RD.190407.62.f.m3.w1.Rdata","X.1109",0,0,1,1
"X.111021","RD.190407.62.f.m3.w1.Rdata","X.1110",1,0,0,1
"X.111121","RD.190407.62.f.m3.w1.Rdata","X.1111",0,0,0,0
"X.111219","RD.190407.62.f.m3.w1.Rdata","X.1112",1,0,0,0
"X.111318","RD.190407.62.f.m3.w1.Rdata","X.1113",0,0,0,0
"X.111417","RD.190407.62.f.m3.w1.Rdata","X.1114",0,0,0,1
"X.111516","RD.190407.62.f.m3.w1.Rdata","X.1115",0,0,0,0
"X.111615","RD.190407.62.f.m3.w1.Rdata","X.1116",0,0,0,0
"X.111715","RD.190407.62.f.m3.w1.Rdata","X.1117",0,0,1,1
"X.111815","RD.190407.62.f.m3.w1.Rdata","X.1118",1,1,0,1
"X.111915","RD.190407.62.f.m3.w1.Rdata","X.1119",0,0,0,0
"X.112015","RD.190407.62.f.m3.w1.Rdata","X.1120",0,0,1,1
"X.112121","RD.190407.62.f.m3.w1.Rdata","X.1121",0,0,0,0
"X.112218","RD.190407.62.f.m3.w1.Rdata","X.1122",1,1,0,1
"X.112315","RD.190407.62.f.m3.w1.Rdata","X.1123",0,0,0,0
"X.112414","RD.190407.62.f.m3.w1.Rdata","X.1124",1,1,0,1
"X.112514","RD.190407.62.f.m3.w1.Rdata","X.1125",0,0,1,1
"X.112614","RD.190407.62.f.m3.w1.Rdata","X.1126",0,0,0,0
"X.112714","RD.190407.62.f.m3.w1.Rdata","X.1127",0,1,0,0
"X.112814","RD.190407.62.f.m3.w1.Rdata","X.1128",1,1,0,1
"X.112914","RD.190407.62.f.m3.w1.Rdata","X.1129",0,0,1,1
"X.113014","RD.190407.62.f.m3.w1.Rdata","X.1130",1,1,0,1
"X.113120","RD.190407.62.f.m3.w1.Rdata","X.1131",0,0,0,0
"X.113218","RD.190407.62.f.m3.w1.Rdata","X.1132",0,0,1,1
"X.113315","RD.190407.62.f.m3.w1.Rdata","X.1133",1,1,1,1
"X.113414","RD.190407.62.f.m3.w1.Rdata","X.1134",0,0,0,0
"X.113513","RD.190407.62.f.m3.w1.Rdata","X.1135",0,0,1,1
"X.113613","RD.190407.62.f.m3.w1.Rdata","X.1136",0,0,0,1
"X.113713","RD.190407.62.f.m3.w1.Rdata","X.1137",0,0,1,1
"X.113813","RD.190407.62.f.m3.w1.Rdata","X.1138",0,0,0,0
"X.113913","RD.190407.62.f.m3.w1.Rdata","X.1139",1,1,1,1
"X.114013","RD.190407.62.f.m3.w1.Rdata","X.1140",1,1,1,1
"X.114119","RD.190407.62.f.m3.w1.Rdata","X.1141",0,0,0,0
"X.114217","RD.190407.62.f.m3.w1.Rdata","X.1142",0,0,0,0
"X.114315","RD.190407.62.f.m3.w1.Rdata","X.1143",0,0,0,0
"X.114413","RD.190407.62.f.m3.w1.Rdata","X.1144",0,0,0,1
"X.114513","RD.190407.62.f.m3.w1.Rdata","X.1145",0,0,0,1
"X.114613","RD.190407.62.f.m3.w1.Rdata","X.1146",1,1,0,1
"X.114713","RD.190407.62.f.m3.w1.Rdata","X.1147",0,0,0,0
"X.114813","RD.190407.62.f.m3.w1.Rdata","X.1148",0,0,0,0
"X.114913","RD.190407.62.f.m3.w1.Rdata","X.1149",0,0,0,0
"X.115013","RD.190407.62.f.m3.w1.Rdata","X.1150",0,0,0,0
"X.115119","RD.190407.62.f.m3.w1.Rdata","X.1151",0,0,0,0
"X.115217","RD.190407.62.f.m3.w1.Rdata","X.1152",0,0,0,0
"X.115315","RD.190407.62.f.m3.w1.Rdata","X.1153",0,0,0,1
"X.115413","RD.190407.62.f.m3.w1.Rdata","X.1154",0,0,0,1
"X.115513","RD.190407.62.f.m3.w1.Rdata","X.1155",0,1,0,1
"X.115613","RD.190407.62.f.m3.w1.Rdata","X.1156",0,0,1,1
"X.115713","RD.190407.62.f.m3.w1.Rdata","X.1157",0,0,0,1
"X.115813","RD.190407.62.f.m3.w1.Rdata","X.1158",0,0,0,0
"X.115913","RD.190407.62.f.m3.w1.Rdata","X.1159",0,0,1,1
"X.116013","RD.190407.62.f.m3.w1.Rdata","X.1160",0,0,1,1
"X.116119","RD.190407.62.f.m3.w1.Rdata","X.1161",1,0,0,1
"X.116217","RD.190407.62.f.m3.w1.Rdata","X.1162",0,0,0,1
"X.116315","RD.190407.62.f.m3.w1.Rdata","X.1163",0,0,0,0
"X.116413","RD.190407.62.f.m3.w1.Rdata","X.1164",0,0,1,1
"X.116513","RD.190407.62.f.m3.w1.Rdata","X.1165",1,1,0,1
"X.116613","RD.190407.62.f.m3.w1.Rdata","X.1166",0,0,0,0
"X.116713","RD.190407.62.f.m3.w1.Rdata","X.1167",0,0,0,0
"X.116813","RD.190407.62.f.m3.w1.Rdata","X.1168",0,0,0,0
"X.116913","RD.190407.62.f.m3.w1.Rdata","X.1169",1,1,0,1
"X.117013","RD.190407.62.f.m3.w1.Rdata","X.1170",0,0,1,1
"X.117119","RD.190407.62.f.m3.w1.Rdata","X.1171",0,0,0,0
"X.117217","RD.190407.62.f.m3.w1.Rdata","X.1172",0,0,1,1
"X.117315","RD.190407.62.f.m3.w1.Rdata","X.1173",0,0,0,0
"X.117413","RD.190407.62.f.m3.w1.Rdata","X.1174",1,1,1,1
"X.117513","RD.190407.62.f.m3.w1.Rdata","X.1175",1,1,0,1
"X.117613","RD.190407.62.f.m3.w1.Rdata","X.1176",0,0,0,1
"X.117713","RD.190407.62.f.m3.w1.Rdata","X.1177",0,0,0,1
"X.117813","RD.190407.62.f.m3.w1.Rdata","X.1178",0,0,1,1
"X.117913","RD.190407.62.f.m3.w1.Rdata","X.1179",0,1,1,0
"X.118013","RD.190407.62.f.m3.w1.Rdata","X.1180",0,0,0,1
"X.118119","RD.190407.62.f.m3.w1.Rdata","X.1181",1,1,0,1
"X.118217","RD.190407.62.f.m3.w1.Rdata","X.1182",0,0,1,1
"X.118315","RD.190407.62.f.m3.w1.Rdata","X.1183",0,0,0,1
"X.118413","RD.190407.62.f.m3.w1.Rdata","X.1184",0,0,0,0
"X.118513","RD.190407.62.f.m3.w1.Rdata","X.1185",1,1,0,1
"X.118613","RD.190407.62.f.m3.w1.Rdata","X.1186",0,0,0,1
"X.118713","RD.190407.62.f.m3.w1.Rdata","X.1187",0,0,0,1
"X.118813","RD.190407.62.f.m3.w1.Rdata","X.1188",1,1,1,1
"X.118913","RD.190407.62.f.m3.w1.Rdata","X.1189",0,1,0,1
"X.119013","RD.190407.62.f.m3.w1.Rdata","X.1190",0,0,0,0
"X.119119","RD.190407.62.f.m3.w1.Rdata","X.1191",0,0,0,1
"X.119217","RD.190407.62.f.m3.w1.Rdata","X.1192",1,1,1,1
"X.119315","RD.190407.62.f.m3.w1.Rdata","X.1193",0,0,0,1
"X.119413","RD.190407.62.f.m3.w1.Rdata","X.1194",1,1,0,1
"X.119513","RD.190407.62.f.m3.w1.Rdata","X.1195",0,1,0,1
"X.119613","RD.190407.62.f.m3.w1.Rdata","X.1196",0,1,0,1
"X.119713","RD.190407.62.f.m3.w1.Rdata","X.1197",1,1,0,1
"X.119813","RD.190407.62.f.m3.w1.Rdata","X.1198",0,0,1,1
"X.119912","RD.190407.62.f.m3.w1.Rdata","X.1199",0,0,0,0
"X.120012","RD.190407.62.f.m3.w1.Rdata","X.1200",0,0,0,1
"X.120118","RD.190407.62.f.m3.w1.Rdata","X.1201",0,0,1,1
"X.120216","RD.190407.62.f.m3.w1.Rdata","X.1202",0,0,0,0
"X.120314","RD.190407.62.f.m3.w1.Rdata","X.1203",1,1,0,1
"X.120412","RD.190407.62.f.m3.w1.Rdata","X.1204",0,0,0,0
"X.120512","RD.190407.62.f.m3.w1.Rdata","X.1205",0,1,0,1
"X.120612","RD.190407.62.f.m3.w1.Rdata","X.1206",0,0,0,0
"X.120712","RD.190407.62.f.m3.w1.Rdata","X.1207",0,0,0,1
"X.120812","RD.190407.62.f.m3.w1.Rdata","X.1208",0,0,0,1
"X.120912","RD.190407.62.f.m3.w1.Rdata","X.1209",0,0,0,0
"X.121018","RD.190407.62.f.m3.w1.Rdata","X.1210",0,0,0,1
"X.121118","RD.190407.62.f.m3.w1.Rdata","X.1211",0,0,0,1
"X.121216","RD.190407.62.f.m3.w1.Rdata","X.1212",0,1,1,1
"X.121316","RD.190407.62.f.m3.w1.Rdata","X.1213",0,1,0,1
"X.121415","RD.190407.62.f.m3.w1.Rdata","X.1214",1,0,0,1
"X.121513","RD.190407.62.f.m3.w1.Rdata","X.1215",0,1,1,1
"X.121613","RD.190407.62.f.m3.w1.Rdata","X.1216",0,1,0,1
"X.121712","RD.190407.62.f.m3.w1.Rdata","X.1217",0,0,0,0
"X.121811","RD.190407.62.f.m3.w1.Rdata","X.1218",1,0,1,1
"X.121911","RD.190407.62.f.m3.w1.Rdata","X.1219",0,0,0,0
"X.122011","RD.190407.62.f.m3.w1.Rdata","X.1220",0,0,0,1
"X.122118","RD.190407.62.f.m3.w1.Rdata","X.1221",0,0,1,1
"X.122215","RD.190407.62.f.m3.w1.Rdata","X.1222",0,0,0,1
"X.122313","RD.190407.62.f.m3.w1.Rdata","X.1223",0,0,0,0
"X.122411","RD.190407.62.f.m3.w1.Rdata","X.1224",0,1,0,1
"X.122511","RD.190407.62.f.m3.w1.Rdata","X.1225",0,0,0,1
"X.122611","RD.190407.62.f.m3.w1.Rdata","X.1226",0,0,1,1
"X.122711","RD.190407.62.f.m3.w1.Rdata","X.1227",0,0,0,0
"X.122811","RD.190407.62.f.m3.w1.Rdata","X.1228",0,0,0,0
"X.122911","RD.190407.62.f.m3.w1.Rdata","X.1229",1,0,0,1
"X.123011","RD.190407.62.f.m3.w1.Rdata","X.1230",0,0,1,1
"X.123118","RD.190407.62.f.m3.w1.Rdata","X.1231",0,0,0,0
"X.123215","RD.190407.62.f.m3.w1.Rdata","X.1232",0,0,0,0
"X.123313","RD.190407.62.f.m3.w1.Rdata","X.1233",0,0,0,0
"X.123411","RD.190407.62.f.m3.w1.Rdata","X.1234",0,1,1,1
"X.123511","RD.190407.62.f.m3.w1.Rdata","X.1235",0,0,0,1
"X.123611","RD.190407.62.f.m3.w1.Rdata","X.1236",0,0,1,1
"X.123711","RD.190407.62.f.m3.w1.Rdata","X.1237",0,0,1,1
"X.123811","RD.190407.62.f.m3.w1.Rdata","X.1238",0,0,0,0
"X.123911","RD.190407.62.f.m3.w1.Rdata","X.1239",0,0,0,0
"X.124011","RD.190407.62.f.m3.w1.Rdata","X.1240",0,0,0,1
"X.124118","RD.190407.62.f.m3.w1.Rdata","X.1241",1,1,1,1
"X.124215","RD.190407.62.f.m3.w1.Rdata","X.1242",0,0,1,1
"X.124313","RD.190407.62.f.m3.w1.Rdata","X.1243",0,0,0,0
"X.124411","RD.190407.62.f.m3.w1.Rdata","X.1244",0,0,1,1
"X.124511","RD.190407.62.f.m3.w1.Rdata","X.1245",0,0,0,0
"X.124611","RD.190407.62.f.m3.w1.Rdata","X.1246",0,0,0,0
"X.124711","RD.190407.62.f.m3.w1.Rdata","X.1247",0,0,0,0
"X.124811","RD.190407.62.f.m3.w1.Rdata","X.1248",1,1,1,1
"X.124911","RD.190407.62.f.m3.w1.Rdata","X.1249",0,0,0,0
"X.125011","RD.190407.62.f.m3.w1.Rdata","X.1250",0,0,0,1
"X.125118","RD.190407.62.f.m3.w1.Rdata","X.1251",0,0,1,1
"X.125215","RD.190407.62.f.m3.w1.Rdata","X.1252",1,0,1,1
"X.125313","RD.190407.62.f.m3.w1.Rdata","X.1253",0,0,0,0
"X.125411","RD.190407.62.f.m3.w1.Rdata","X.1254",1,0,1,1
"X.125511","RD.190407.62.f.m3.w1.Rdata","X.1255",0,0,0,0
"X.125611","RD.190407.62.f.m3.w1.Rdata","X.1256",0,0,0,1
"X.125711","RD.190407.62.f.m3.w1.Rdata","X.1257",1,1,0,1
"X.125811","RD.190407.62.f.m3.w1.Rdata","X.1258",0,0,0,0
"X.125911","RD.190407.62.f.m3.w1.Rdata","X.1259",1,1,0,1
"X.126011","RD.190407.62.f.m3.w1.Rdata","X.1260",0,0,0,0
"X.126118","RD.190407.62.f.m3.w1.Rdata","X.1261",1,1,0,1
"X.126215","RD.190407.62.f.m3.w1.Rdata","X.1262",0,0,0,0
"X.126313","RD.190407.62.f.m3.w1.Rdata","X.1263",0,0,1,1
"X.126411","RD.190407.62.f.m3.w1.Rdata","X.1264",0,0,0,1
"X.126511","RD.190407.62.f.m3.w1.Rdata","X.1265",1,1,0,1
"X.126611","RD.190407.62.f.m3.w1.Rdata","X.1266",0,1,1,1
"X.126711","RD.190407.62.f.m3.w1.Rdata","X.1267",0,0,0,0
"X.126811","RD.190407.62.f.m3.w1.Rdata","X.1268",0,0,1,1
"X.126911","RD.190407.62.f.m3.w1.Rdata","X.1269",1,1,0,1
"X.127011","RD.190407.62.f.m3.w1.Rdata","X.1270",0,0,0,1
"X.127118","RD.190407.62.f.m3.w1.Rdata","X.1271",0,0,0,0
"X.127215","RD.190407.62.f.m3.w1.Rdata","X.1272",0,0,0,0
"X.127313","RD.190407.62.f.m3.w1.Rdata","X.1273",1,0,0,1
"X.127411","RD.190407.62.f.m3.w1.Rdata","X.1274",0,0,1,1
"X.127511","RD.190407.62.f.m3.w1.Rdata","X.1275",1,1,0,1
"X.127611","RD.190407.62.f.m3.w1.Rdata","X.1276",0,0,1,1
"X.127711","RD.190407.62.f.m3.w1.Rdata","X.1277",0,0,1,1
"X.127811","RD.190407.62.f.m3.w1.Rdata","X.1278",0,0,0,1
"X.127911","RD.190407.62.f.m3.w1.Rdata","X.1279",0,0,1,1
"X.128011","RD.190407.62.f.m3.w1.Rdata","X.1280",0,0,0,0
"X.128118","RD.190407.62.f.m3.w1.Rdata","X.1281",0,0,0,0
"X.128215","RD.190407.62.f.m3.w1.Rdata","X.1282",0,0,0,0
"X.128313","RD.190407.62.f.m3.w1.Rdata","X.1283",0,0,1,1
"X.128411","RD.190407.62.f.m3.w1.Rdata","X.1284",0,0,0,0
"X.128511","RD.190407.62.f.m3.w1.Rdata","X.1285",0,0,0,1
"X.128611","RD.190407.62.f.m3.w1.Rdata","X.1286",0,0,0,0
"X.128710","RD.190407.62.f.m3.w1.Rdata","X.1287",0,0,0,0
"X.128810","RD.190407.62.f.m3.w1.Rdata","X.1288",0,0,0,0
"X.128910","RD.190407.62.f.m3.w1.Rdata","X.1289",1,1,0,1
"X.129010","RD.190407.62.f.m3.w1.Rdata","X.1290",0,0,0,1
"X.129117","RD.190407.62.f.m3.w1.Rdata","X.1291",0,0,0,0
"X.129214","RD.190407.62.f.m3.w1.Rdata","X.1292",0,0,0,0
"X.129312","RD.190407.62.f.m3.w1.Rdata","X.1293",0,0,0,0
"X.129411","RD.190407.62.f.m3.w1.Rdata","X.1294",1,1,0,1
"X.129510","RD.190407.62.f.m3.w1.Rdata","X.1295",1,1,0,1
"X.129610","RD.190407.62.f.m3.w1.Rdata","X.1296",0,0,0,0
"X.129710","RD.190407.62.f.m3.w1.Rdata","X.1297",0,0,0,1
"X.129810","RD.190407.62.f.m3.w1.Rdata","X.1298",0,0,1,1
"X.129910","RD.190407.62.f.m3.w1.Rdata","X.1299",0,0,0,0
"X.130010","RD.190407.62.f.m3.w1.Rdata","X.1300",1,0,1,1
"X.130117","RD.190407.62.f.m3.w1.Rdata","X.1301",0,0,1,1
"X.130214","RD.190407.62.f.m3.w1.Rdata","X.1302",0,0,0,0
"X.130312","RD.190407.62.f.m3.w1.Rdata","X.1303",0,0,1,1
"X.130411","RD.190407.62.f.m3.w1.Rdata","X.1304",0,0,1,1
"X.130510","RD.190407.62.f.m3.w1.Rdata","X.1305",0,0,0,1
"X.130610","RD.190407.62.f.m3.w1.Rdata","X.1306",0,1,0,1
"X.130710","RD.190407.62.f.m3.w1.Rdata","X.1307",0,0,1,1
"X.130810","RD.190407.62.f.m3.w1.Rdata","X.1308",0,0,0,1
"X.130910","RD.190407.62.f.m3.w1.Rdata","X.1309",0,1,1,1
"X.131015","RD.190407.62.f.m3.w1.Rdata","X.1310",0,0,0,0
"X.131116","RD.190407.62.f.m3.w1.Rdata","X.1311",0,0,0,1
"X.131215","RD.190407.62.f.m3.w1.Rdata","X.1312",1,1,0,1
"X.131313","RD.190407.62.f.m3.w1.Rdata","X.1313",0,0,0,0
"X.131412","RD.190407.62.f.m3.w1.Rdata","X.1314",0,0,0,1
"X.131511","RD.190407.62.f.m3.w1.Rdata","X.1315",0,0,0,0
"X.131611","RD.190407.62.f.m3.w1.Rdata","X.1316",0,0,0,1
"X.131710","RD.190407.62.f.m3.w1.Rdata","X.1317",0,1,0,1
"X.13189","RD.190407.62.f.m3.w1.Rdata","X.1318",0,0,0,0
"X.13199","RD.190407.62.f.m3.w1.Rdata","X.1319",0,0,0,0
"X.13209","RD.190407.62.f.m3.w1.Rdata","X.1320",0,0,0,1
"X.132116","RD.190407.62.f.m3.w1.Rdata","X.1321",0,0,1,1
"X.132214","RD.190407.62.f.m3.w1.Rdata","X.1322",1,1,0,1
"X.132311","RD.190407.62.f.m3.w1.Rdata","X.1323",0,0,0,0
"X.132410","RD.190407.62.f.m3.w1.Rdata","X.1324",0,0,0,1
"X.13259","RD.190407.62.f.m3.w1.Rdata","X.1325",1,1,1,1
"X.13269","RD.190407.62.f.m3.w1.Rdata","X.1326",0,0,0,1
"X.13279","RD.190407.62.f.m3.w1.Rdata","X.1327",1,1,1,1
"X.13289","RD.190407.62.f.m3.w1.Rdata","X.1328",0,0,1,1
"X.13299","RD.190407.62.f.m3.w1.Rdata","X.1329",1,1,0,1
"X.13309","RD.190407.62.f.m3.w1.Rdata","X.1330",0,0,1,1
"X.133115","RD.190407.62.f.m3.w1.Rdata","X.1331",0,0,0,0
"X.133214","RD.190407.62.f.m3.w1.Rdata","X.1332",1,1,0,1
"X.133311","RD.190407.62.f.m3.w1.Rdata","X.1333",1,1,1,1
"X.133410","RD.190407.62.f.m3.w1.Rdata","X.1334",0,0,0,0
"X.13359","RD.190407.62.f.m3.w1.Rdata","X.1335",0,0,1,1
"X.13369","RD.190407.62.f.m3.w1.Rdata","X.1336",1,1,1,1
"X.13379","RD.190407.62.f.m3.w1.Rdata","X.1337",1,1,0,1
"X.13388","RD.190407.62.f.m3.w1.Rdata","X.1338",0,1,0,1
"X.13398","RD.190407.62.f.m3.w1.Rdata","X.1339",0,0,1,1
"X.13407","RD.190407.62.f.m3.w1.Rdata","X.1340",0,0,0,1
"X.134115","RD.190407.62.f.m3.w1.Rdata","X.1341",0,0,1,1
"X.134212","RD.190407.62.f.m3.w1.Rdata","X.1342",1,1,0,1
"X.134310","RD.190407.62.f.m3.w1.Rdata","X.1343",0,0,0,1
"X.13447","RD.190407.62.f.m3.w1.Rdata","X.1344",1,1,0,1
"X.13457","RD.190407.62.f.m3.w1.Rdata","X.1345",0,0,0,1
"X.13467","RD.190407.62.f.m3.w1.Rdata","X.1346",0,0,0,0
"X.13477","RD.190407.62.f.m3.w1.Rdata","X.1347",1,1,0,1
"X.13487","RD.190407.62.f.m3.w1.Rdata","X.1348",0,0,1,1
"X.13497","RD.190407.62.f.m3.w1.Rdata","X.1349",0,0,1,1
"X.13507","RD.190407.62.f.m3.w1.Rdata","X.1350",1,0,0,1
"X.135115","RD.190407.62.f.m3.w1.Rdata","X.1351",0,0,0,0
"X.135212","RD.190407.62.f.m3.w1.Rdata","X.1352",0,0,1,1
"X.135310","RD.190407.62.f.m3.w1.Rdata","X.1353",0,0,0,0
"X.13547","RD.190407.62.f.m3.w1.Rdata","X.1354",0,0,0,1
"X.13557","RD.190407.62.f.m3.w1.Rdata","X.1355",0,0,1,1
"X.13567","RD.190407.62.f.m3.w1.Rdata","X.1356",1,1,0,1
"X.13577","RD.190407.62.f.m3.w1.Rdata","X.1357",1,1,0,1
"X.13587","RD.190407.62.f.m3.w1.Rdata","X.1358",0,1,0,1
"X.13597","RD.190407.62.f.m3.w1.Rdata","X.1359",0,0,0,1
"X.13607","RD.190407.62.f.m3.w1.Rdata","X.1360",0,0,0,1
"X.136115","RD.190407.62.f.m3.w1.Rdata","X.1361",0,0,0,1
"X.136212","RD.190407.62.f.m3.w1.Rdata","X.1362",1,1,0,1
"X.136310","RD.190407.62.f.m3.w1.Rdata","X.1363",0,0,0,1
"X.13647","RD.190407.62.f.m3.w1.Rdata","X.1364",0,0,0,0
"X.13657","RD.190407.62.f.m3.w1.Rdata","X.1365",0,0,0,0
"X.13667","RD.190407.62.f.m3.w1.Rdata","X.1366",0,0,0,0
"X.13677","RD.190407.62.f.m3.w1.Rdata","X.1367",1,1,1,1
"X.13687","RD.190407.62.f.m3.w1.Rdata","X.1368",0,0,0,1
"X.13697","RD.190407.62.f.m3.w1.Rdata","X.1369",1,0,1,1
"X.13707","RD.190407.62.f.m3.w1.Rdata","X.1370",0,0,0,0
"X.137115","RD.190407.62.f.m3.w1.Rdata","X.1371",0,0,1,1
"X.137212","RD.190407.62.f.m3.w1.Rdata","X.1372",0,0,1,1
"X.137310","RD.190407.62.f.m3.w1.Rdata","X.1373",1,1,1,1
"X.13747","RD.190407.62.f.m3.w1.Rdata","X.1374",0,0,1,0
"X.13757","RD.190407.62.f.m3.w1.Rdata","X.1375",0,0,0,0
"X.13767","RD.190407.62.f.m3.w1.Rdata","X.1376",0,0,1,1
"X.13777","RD.190407.62.f.m3.w1.Rdata","X.1377",1,0,1,1
"X.13787","RD.190407.62.f.m3.w1.Rdata","X.1378",0,0,0,0
"X.13797","RD.190407.62.f.m3.w1.Rdata","X.1379",0,0,0,1
"X.13807","RD.190407.62.f.m3.w1.Rdata","X.1380",0,0,0,0
"X.138115","RD.190407.62.f.m3.w1.Rdata","X.1381",0,0,0,0
"X.138212","RD.190407.62.f.m3.w1.Rdata","X.1382",0,0,0,0
"X.138310","RD.190407.62.f.m3.w1.Rdata","X.1383",1,1,0,1
"X.13847","RD.190407.62.f.m3.w1.Rdata","X.1384",0,0,0,0
"X.13857","RD.190407.62.f.m3.w1.Rdata","X.1385",1,0,0,1
"X.13867","RD.190407.62.f.m3.w1.Rdata","X.1386",0,0,1,1
"X.13877","RD.190407.62.f.m3.w1.Rdata","X.1387",1,1,0,1
"X.13887","RD.190407.62.f.m3.w1.Rdata","X.1388",0,0,1,1
"X.13897","RD.190407.62.f.m3.w1.Rdata","X.1389",0,0,1,1
"X.13907","RD.190407.62.f.m3.w1.Rdata","X.1390",0,0,0,0
"X.139115","RD.190407.62.f.m3.w1.Rdata","X.1391",1,0,1,1
"X.139212","RD.190407.62.f.m3.w1.Rdata","X.1392",0,0,0,1
"X.139310","RD.190407.62.f.m3.w1.Rdata","X.1393",0,0,0,0
"X.13946","RD.190407.62.f.m3.w1.Rdata","X.1394",0,0,0,0
"X.13956","RD.190407.62.f.m3.w1.Rdata","X.1395",0,1,0,0
"X.13966","RD.190407.62.f.m3.w1.Rdata","X.1396",0,1,0,1
"X.13976","RD.190407.62.f.m3.w1.Rdata","X.1397",0,1,1,1
"X.13986","RD.190407.62.f.m3.w1.Rdata","X.1398",1,1,1,1
"X.13996","RD.190407.62.f.m3.w1.Rdata","X.1399",1,1,0,1
"X.14006","RD.190407.62.f.m3.w1.Rdata","X.1400",0,0,0,0
"X.140114","RD.190407.62.f.m3.w1.Rdata","X.1401",0,0,0,1
"X.140211","RD.190407.62.f.m3.w1.Rdata","X.1402",0,0,1,1
"X.140310","RD.190407.62.f.m3.w1.Rdata","X.1403",0,0,0,0
"X.14046","RD.190407.62.f.m3.w1.Rdata","X.1404",0,0,0,1
"X.14056","RD.190407.62.f.m3.w1.Rdata","X.1405",1,1,0,1
"X.14066","RD.190407.62.f.m3.w1.Rdata","X.1406",0,0,0,1
"X.14076","RD.190407.62.f.m3.w1.Rdata","X.1407",0,0,0,0
"X.14086","RD.190407.62.f.m3.w1.Rdata","X.1408",0,0,0,0
"X.14096","RD.190407.62.f.m3.w1.Rdata","X.1409",0,0,0,0
"X.141014","RD.190407.62.f.m3.w1.Rdata","X.1410",0,0,0,0
"X.141114","RD.190407.62.f.m3.w1.Rdata","X.1411",1,1,1,1
"X.141213","RD.190407.62.f.m3.w1.Rdata","X.1412",0,0,0,1
"X.141311","RD.190407.62.f.m3.w1.Rdata","X.1413",0,0,0,0
"X.141410","RD.190407.62.f.m3.w1.Rdata","X.1414",0,0,0,1
"X.14157","RD.190407.62.f.m3.w1.Rdata","X.1415",0,0,0,0
"X.14166","RD.190407.62.f.m3.w1.Rdata","X.1416",0,0,0,1
"X.14176","RD.190407.62.f.m3.w1.Rdata","X.1417",0,0,0,1
"X.14186","RD.190407.62.f.m3.w1.Rdata","X.1418",0,0,0,1
"X.14196","RD.190407.62.f.m3.w1.Rdata","X.1419",0,1,1,1
"X.14206","RD.190407.62.f.m3.w1.Rdata","X.1420",0,0,1,1
"X.142114","RD.190407.62.f.m3.w1.Rdata","X.1421",0,0,1,1
"X.142211","RD.190407.62.f.m3.w1.Rdata","X.1422",0,0,0,1
"X.142310","RD.190407.62.f.m3.w1.Rdata","X.1423",0,0,0,0
"X.14246","RD.190407.62.f.m3.w1.Rdata","X.1424",0,1,0,1
"X.14256","RD.190407.62.f.m3.w1.Rdata","X.1425",0,0,1,1
"X.14266","RD.190407.62.f.m3.w1.Rdata","X.1426",0,0,0,1
"X.14276","RD.190407.62.f.m3.w1.Rdata","X.1427",0,0,0,0
"X.14286","RD.190407.62.f.m3.w1.Rdata","X.1428",1,1,0,1
"X.14296","RD.190407.62.f.m3.w1.Rdata","X.1429",1,1,0,1
"X.14306","RD.190407.62.f.m3.w1.Rdata","X.1430",0,0,1,1
"X.143114","RD.190407.62.f.m3.w1.Rdata","X.1431",0,0,0,1
"X.143211","RD.190407.62.f.m3.w1.Rdata","X.1432",0,0,0,0
"X.14339","RD.190407.62.f.m3.w1.Rdata","X.1433",1,1,0,1
"X.14346","RD.190407.62.f.m3.w1.Rdata","X.1434",1,1,0,1
"X.14356","RD.190407.62.f.m3.w1.Rdata","X.1435",0,0,0,1
"X.14366","RD.190407.62.f.m3.w1.Rdata","X.1436",1,1,0,1
"X.14375","RD.190407.62.f.m3.w1.Rdata","X.1437",0,0,1,1
"X.14385","RD.190407.62.f.m3.w1.Rdata","X.1438",0,0,1,1
