"","exp_name","cell_name","Menthol.400uM","AITC.100uM","Capsaicin.300nM","K.40mM"
"X.5486","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.548",0,0,0,0
"X.5496","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.549",0,0,0,0
"X.5506","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.550",0,0,0,0
"X.55110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.551",0,0,0,0
"X.5526","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.552",0,0,0,0
"X.5536","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.553",0,0,0,0
"X.5546","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.554",0,0,0,0
"X.5556","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.555",1,1,1,0
"X.5566","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.556",0,1,0,0
"X.5576","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.557",1,0,0,0
"X.5586","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.558",0,0,0,0
"X.5596","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.559",0,0,0,0
"X.5606","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.560",0,0,0,0
"X.56110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.561",0,0,0,0
"X.5626","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.562",1,1,0,0
"X.5636","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.563",0,0,0,0
"X.5646","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.564",0,0,0,0
"X.5656","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.565",0,0,0,0
"X.5666","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.566",0,0,0,0
"X.5676","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.567",0,1,1,0
"X.5686","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.568",1,0,0,0
"X.5696","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.569",0,0,0,0
"X.5706","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.570",0,0,0,1
"X.57110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.571",0,0,0,0
"X.5726","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.572",0,0,1,0
"X.5736","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.573",0,0,0,0
"X.5746","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.574",0,0,0,0
"X.5756","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.575",1,0,0,0
"X.5766","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.576",0,0,0,0
"X.5776","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.577",0,0,0,0
"X.5786","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.578",0,0,0,0
"X.5796","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.579",0,0,0,0
"X.5806","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.580",0,0,0,0
"X.58110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.581",0,0,1,0
"X.5826","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.582",0,0,0,0
"X.5836","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.583",0,0,0,0
"X.5846","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.584",0,0,0,0
"X.5856","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.585",0,0,0,0
"X.5866","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.586",1,1,0,0
"X.5876","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.587",0,0,1,0
"X.5886","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.588",1,0,0,0
"X.5896","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.589",0,1,0,0
"X.5906","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.590",0,0,0,0
"X.59110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.591",0,0,0,0
"X.5926","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.592",0,0,0,0
"X.5936","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.593",1,1,0,0
"X.5946","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.594",0,0,0,0
"X.5956","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.595",0,0,0,0
"X.5966","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.596",0,0,0,0
"X.5976","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.597",0,0,0,0
"X.5986","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.598",0,0,0,0
"X.5996","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.599",0,0,0,0
"X.6006","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.600",1,0,0,0
"X.60110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.601",0,0,0,0
"X.6026","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.602",0,0,0,1
"X.6036","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.603",0,0,1,1
"X.6046","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.604",0,0,0,0
"X.6056","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.605",0,1,0,0
"X.6066","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.606",0,0,0,0
"X.6076","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.607",1,1,0,0
"X.6086","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.608",0,0,0,0
"X.6096","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.609",0,0,0,0
"X.61010","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.610",0,0,0,0
"X.61110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.611",0,0,0,0
"X.6127","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.612",1,0,0,0
"X.6136","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.613",0,0,0,0
"X.6146","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.614",0,0,0,0
"X.6156","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.615",0,0,0,0
"X.6166","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.616",0,0,0,1
"X.6176","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.617",0,0,0,0
"X.6186","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.618",0,0,0,0
"X.6196","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.619",0,0,0,0
"X.6206","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.620",0,0,0,0
"X.62110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.621",0,0,0,0
"X.6226","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.622",0,0,0,0
"X.6236","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.623",0,0,0,0
"X.6246","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.624",0,0,0,0
"X.6256","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.625",1,0,0,0
"X.6266","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.626",0,0,0,0
"X.6276","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.627",0,0,0,0
"X.6286","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.628",0,0,0,0
"X.6296","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.629",0,0,0,0
"X.6306","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.630",0,0,0,0
"X.63110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.631",0,1,0,1
"X.6326","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.632",0,0,0,1
"X.6336","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.633",0,0,0,0
"X.6346","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.634",0,1,0,1
"X.6356","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.635",0,0,0,0
"X.6366","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.636",0,0,0,0
"X.6376","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.637",0,0,0,1
"X.6386","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.638",0,0,0,0
"X.6396","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.639",0,0,1,0
"X.6406","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.640",0,0,0,0
"X.64110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.641",0,0,0,0
"X.6426","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.642",0,0,0,0
"X.6436","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.643",0,0,0,0
"X.6446","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.644",0,0,0,0
"X.6456","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.645",0,0,0,0
"X.6466","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.646",0,0,0,0
"X.6476","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.647",0,0,0,0
"X.6486","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.648",0,0,0,0
"X.6496","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.649",0,0,0,0
"X.6506","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.650",0,0,0,0
"X.65110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.651",1,1,0,0
"X.6526","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.652",0,0,0,0
"X.6536","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.653",0,0,0,0
"X.6546","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.654",0,0,1,0
"X.6556","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.655",0,0,0,0
"X.6566","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.656",0,1,0,1
"X.6576","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.657",1,0,0,0
"X.6586","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.658",0,0,0,0
"X.6596","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.659",0,0,0,1
"X.6606","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.660",0,1,0,0
"X.66110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.661",0,0,0,0
"X.6626","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.662",0,0,0,0
"X.6636","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.663",0,0,0,0
"X.6646","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.664",0,0,0,0
"X.6656","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.665",0,0,0,0
"X.6666","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.666",0,0,0,0
"X.6676","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.667",1,1,0,0
"X.6686","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.668",0,1,0,1
"X.6696","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.669",0,0,0,0
"X.6706","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.670",0,0,0,0
"X.67110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.671",0,0,0,0
"X.6726","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.672",1,1,0,0
"X.6736","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.673",0,0,1,0
"X.6746","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.674",0,0,0,0
"X.6756","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.675",0,0,0,0
"X.6766","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.676",0,0,0,0
"X.6776","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.677",0,0,1,0
"X.6786","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.678",0,0,0,0
"X.6796","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.679",0,0,0,0
"X.6806","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.680",0,1,0,0
"X.68110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.681",0,0,0,0
"X.6826","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.682",0,1,1,0
"X.6836","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.683",0,0,0,0
"X.6846","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.684",0,0,0,0
"X.6856","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.685",0,0,0,0
"X.6866","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.686",0,0,0,0
"X.6876","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.687",0,0,0,0
"X.6886","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.688",0,0,0,0
"X.6896","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.689",0,1,0,1
"X.6906","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.690",0,0,0,0
"X.69110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.691",0,0,0,0
"X.6926","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.692",0,1,0,1
"X.6936","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.693",0,0,0,0
"X.6946","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.694",0,0,0,0
"X.6956","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.695",0,1,0,1
"X.6966","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.696",0,0,0,0
"X.6976","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.697",0,0,0,0
"X.6986","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.698",0,0,0,0
"X.6996","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.699",0,0,0,0
"X.7006","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.700",0,0,0,0
"X.70110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.701",0,0,1,0
"X.7026","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.702",0,0,1,0
"X.7036","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.703",0,0,0,0
"X.7046","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.704",0,0,0,0
"X.7056","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.705",0,0,0,0
"X.7066","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.706",0,0,0,0
"X.7076","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.707",0,0,1,0
"X.7086","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.708",0,0,0,1
"X.7096","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.709",0,0,0,0
"X.71010","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.710",0,0,0,0
"X.71110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.711",0,1,0,1
"X.7127","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.712",0,0,0,0
"X.7136","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.713",0,0,0,0
"X.7146","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.714",0,0,0,0
"X.7156","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.715",0,0,0,0
"X.7166","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.716",0,0,0,0
"X.7176","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.717",0,0,0,0
"X.7186","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.718",0,0,0,0
"X.7196","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.719",0,0,0,0
"X.7206","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.720",0,0,0,0
"X.72110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.721",0,0,0,0
"X.7226","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.722",1,0,1,0
"X.7236","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.723",1,0,0,1
"X.7246","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.724",0,1,1,0
"X.7256","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.725",0,0,0,0
"X.7266","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.726",0,0,0,0
"X.7276","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.727",0,0,0,0
"X.7286","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.728",0,0,0,0
"X.7296","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.729",0,0,0,0
"X.7306","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.730",0,0,0,0
"X.73110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.731",0,1,0,0
"X.7326","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.732",1,1,0,0
"X.7336","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.733",0,0,0,0
"X.7346","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.734",0,0,0,0
"X.7356","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.735",0,0,0,0
"X.7366","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.736",0,0,0,0
"X.7376","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.737",0,0,0,0
"X.7386","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.738",0,0,1,0
"X.7396","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.739",0,0,1,0
"X.7406","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.740",0,1,0,0
"X.74110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.741",0,0,0,1
"X.7426","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.742",1,0,1,0
"X.7436","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.743",0,0,1,0
"X.7446","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.744",0,1,1,0
"X.7456","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.745",0,0,0,0
"X.7466","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.746",0,0,0,0
"X.7476","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.747",0,0,0,0
"X.7486","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.748",0,1,0,0
"X.7496","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.749",0,0,0,0
"X.7506","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.750",1,0,0,0
"X.75110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.751",0,0,0,0
"X.7526","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.752",0,0,0,0
"X.7536","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.753",0,0,0,0
"X.7546","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.754",0,0,0,0
"X.7556","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.755",0,0,0,0
"X.7566","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.756",0,0,0,0
"X.7576","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.757",0,0,0,0
"X.7586","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.758",0,0,0,0
"X.7596","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.759",0,0,0,1
"X.7606","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.760",0,0,0,0
"X.76110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.761",0,0,0,0
"X.7626","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.762",0,1,0,0
"X.7636","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.763",1,1,1,0
"X.7646","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.764",0,0,0,0
"X.7656","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.765",1,0,0,0
"X.7666","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.766",0,0,0,0
"X.7676","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.767",1,1,0,0
"X.7686","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.768",0,0,0,0
"X.7696","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.769",0,0,0,0
"X.7706","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.770",0,0,0,0
"X.77110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.771",0,0,0,0
"X.7726","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.772",0,0,0,0
"X.7736","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.773",0,0,0,0
"X.7746","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.774",0,0,0,0
"X.7756","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.775",0,0,0,0
"X.7766","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.776",0,0,0,0
"X.7776","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.777",0,1,0,0
"X.7786","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.778",0,0,0,0
"X.7796","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.779",0,0,0,0
"X.7806","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.780",1,1,0,0
"X.78110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.781",0,0,0,0
"X.7826","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.782",0,0,0,0
"X.7836","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.783",0,0,0,0
"X.7846","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.784",0,0,0,0
"X.7856","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.785",0,0,0,0
"X.7866","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.786",0,0,0,0
"X.7876","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.787",0,0,0,0
"X.7886","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.788",0,0,0,0
"X.7896","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.789",0,0,1,0
"X.7906","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.790",0,0,0,0
"X.79110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.791",0,0,0,0
"X.7926","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.792",1,1,0,0
"X.7936","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.793",0,0,0,0
"X.7946","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.794",0,0,0,0
"X.7956","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.795",0,0,0,0
"X.7966","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.796",0,0,0,0
"X.7976","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.797",0,0,0,0
"X.7986","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.798",0,0,0,0
"X.7996","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.799",0,0,0,1
"X.8006","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.800",0,0,0,0
"X.80110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.801",1,1,0,0
"X.8026","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.802",0,0,0,0
"X.8036","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.803",0,0,0,0
"X.8046","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.804",0,0,1,0
"X.8056","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.805",0,0,0,0
"X.8066","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.806",0,0,0,0
"X.8076","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.807",0,0,0,0
"X.8086","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.808",0,0,0,0
"X.8096","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.809",0,0,1,0
"X.81010","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.810",0,0,0,0
"X.81110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.811",0,0,0,0
"X.8127","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.812",0,0,0,0
"X.8136","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.813",0,0,0,0
"X.8146","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.814",0,1,0,0
"X.8156","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.815",1,0,0,0
"X.8166","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.816",0,0,0,0
"X.8176","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.817",0,0,0,0
"X.8186","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.818",0,0,0,0
"X.8196","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.819",0,1,0,0
"X.8206","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.820",0,0,0,0
"X.82110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.821",0,0,0,0
"X.8226","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.822",1,0,0,1
"X.8236","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.823",0,0,0,0
"X.8246","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.824",0,0,0,0
"X.8256","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.825",0,0,0,0
"X.8266","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.826",1,1,1,0
"X.8276","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.827",0,0,0,0
"X.8286","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.828",0,0,0,0
"X.8296","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.829",0,0,0,0
"X.8306","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.830",0,0,0,0
"X.83110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.831",0,0,0,0
"X.8326","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.832",0,1,0,0
"X.8336","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.833",0,1,1,0
"X.8346","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.834",0,0,0,0
"X.8356","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.835",0,0,0,0
"X.8366","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.836",0,0,0,0
"X.8376","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.837",1,0,0,0
"X.8386","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.838",0,0,0,0
"X.8396","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.839",0,0,0,0
"X.8406","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.840",0,0,0,0
"X.84110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.841",0,0,1,0
"X.8426","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.842",0,0,0,0
"X.8436","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.843",0,0,0,0
