"","exp_name","cell_name","AITC.100uM","Menthol.400uM","Capsaicin.300nM","K.50mM"
"X.7798","RD.190304.m.43.p2.Rdata","X.779",0,0,0,0
"X.7808","RD.190304.m.43.p2.Rdata","X.780",1,0,0,0
"X.78112","RD.190304.m.43.p2.Rdata","X.781",0,0,0,0
"X.78210","RD.190304.m.43.p2.Rdata","X.782",0,0,0,0
"X.7838","RD.190304.m.43.p2.Rdata","X.783",0,0,0,0
"X.7848","RD.190304.m.43.p2.Rdata","X.784",1,0,0,0
"X.7858","RD.190304.m.43.p2.Rdata","X.785",1,0,0,0
"X.7868","RD.190304.m.43.p2.Rdata","X.786",1,0,0,1
"X.7878","RD.190304.m.43.p2.Rdata","X.787",0,0,0,0
"X.7888","RD.190304.m.43.p2.Rdata","X.788",1,1,1,1
"X.7898","RD.190304.m.43.p2.Rdata","X.789",0,0,0,0
"X.7908","RD.190304.m.43.p2.Rdata","X.790",1,0,0,0
"X.79112","RD.190304.m.43.p2.Rdata","X.791",1,0,0,0
"X.79210","RD.190304.m.43.p2.Rdata","X.792",0,0,0,0
"X.7938","RD.190304.m.43.p2.Rdata","X.793",1,1,0,0
"X.7948","RD.190304.m.43.p2.Rdata","X.794",1,0,0,0
"X.7958","RD.190304.m.43.p2.Rdata","X.795",0,0,0,0
"X.7968","RD.190304.m.43.p2.Rdata","X.796",0,0,0,0
"X.7978","RD.190304.m.43.p2.Rdata","X.797",0,0,0,0
"X.7988","RD.190304.m.43.p2.Rdata","X.798",0,0,0,0
"X.7998","RD.190304.m.43.p2.Rdata","X.799",1,0,1,1
"X.8008","RD.190304.m.43.p2.Rdata","X.800",1,0,0,0
"X.80112","RD.190304.m.43.p2.Rdata","X.801",1,0,0,0
"X.80210","RD.190304.m.43.p2.Rdata","X.802",1,1,1,0
"X.8038","RD.190304.m.43.p2.Rdata","X.803",1,0,0,0
"X.8048","RD.190304.m.43.p2.Rdata","X.804",1,0,0,0
"X.8058","RD.190304.m.43.p2.Rdata","X.805",1,0,0,0
"X.8068","RD.190304.m.43.p2.Rdata","X.806",1,1,0,0
"X.8078","RD.190304.m.43.p2.Rdata","X.807",0,0,0,0
"X.8088","RD.190304.m.43.p2.Rdata","X.808",0,0,0,0
"X.8098","RD.190304.m.43.p2.Rdata","X.809",1,0,0,0
"X.81012","RD.190304.m.43.p2.Rdata","X.810",1,0,0,1
"X.81112","RD.190304.m.43.p2.Rdata","X.811",1,0,0,1
"X.81211","RD.190304.m.43.p2.Rdata","X.812",0,0,0,0
"X.8139","RD.190304.m.43.p2.Rdata","X.813",1,0,0,0
"X.8148","RD.190304.m.43.p2.Rdata","X.814",0,0,0,0
"X.8158","RD.190304.m.43.p2.Rdata","X.815",1,0,0,1
"X.8168","RD.190304.m.43.p2.Rdata","X.816",0,0,0,0
"X.8178","RD.190304.m.43.p2.Rdata","X.817",1,0,0,0
"X.8188","RD.190304.m.43.p2.Rdata","X.818",1,0,0,0
"X.8198","RD.190304.m.43.p2.Rdata","X.819",1,0,0,0
"X.8208","RD.190304.m.43.p2.Rdata","X.820",1,0,0,0
"X.82112","RD.190304.m.43.p2.Rdata","X.821",1,0,0,1
"X.82210","RD.190304.m.43.p2.Rdata","X.822",1,1,0,0
"X.8238","RD.190304.m.43.p2.Rdata","X.823",1,0,1,1
"X.8248","RD.190304.m.43.p2.Rdata","X.824",1,0,0,0
"X.8258","RD.190304.m.43.p2.Rdata","X.825",1,0,0,0
"X.8268","RD.190304.m.43.p2.Rdata","X.826",0,0,0,0
"X.8278","RD.190304.m.43.p2.Rdata","X.827",1,1,0,0
"X.8288","RD.190304.m.43.p2.Rdata","X.828",1,0,0,0
"X.8298","RD.190304.m.43.p2.Rdata","X.829",1,0,1,1
"X.8308","RD.190304.m.43.p2.Rdata","X.830",1,0,0,0
"X.83112","RD.190304.m.43.p2.Rdata","X.831",1,0,0,0
"X.83210","RD.190304.m.43.p2.Rdata","X.832",1,0,0,0
"X.8338","RD.190304.m.43.p2.Rdata","X.833",0,0,0,0
"X.8348","RD.190304.m.43.p2.Rdata","X.834",1,0,0,0
"X.8358","RD.190304.m.43.p2.Rdata","X.835",1,0,0,1
"X.8368","RD.190304.m.43.p2.Rdata","X.836",1,0,1,1
"X.8378","RD.190304.m.43.p2.Rdata","X.837",0,1,0,0
"X.8388","RD.190304.m.43.p2.Rdata","X.838",1,0,0,0
"X.8398","RD.190304.m.43.p2.Rdata","X.839",1,0,0,1
"X.8408","RD.190304.m.43.p2.Rdata","X.840",1,0,0,0
"X.84112","RD.190304.m.43.p2.Rdata","X.841",1,0,0,0
"X.84210","RD.190304.m.43.p2.Rdata","X.842",0,0,0,0
"X.8438","RD.190304.m.43.p2.Rdata","X.843",1,0,0,0
"X.8448","RD.190304.m.43.p2.Rdata","X.844",1,0,0,0
"X.8458","RD.190304.m.43.p2.Rdata","X.845",0,0,0,0
"X.8468","RD.190304.m.43.p2.Rdata","X.846",1,0,0,0
"X.8478","RD.190304.m.43.p2.Rdata","X.847",1,1,1,0
"X.8488","RD.190304.m.43.p2.Rdata","X.848",0,0,0,0
"X.8498","RD.190304.m.43.p2.Rdata","X.849",0,0,0,1
"X.8508","RD.190304.m.43.p2.Rdata","X.850",0,0,0,0
"X.85112","RD.190304.m.43.p2.Rdata","X.851",1,0,0,0
"X.85210","RD.190304.m.43.p2.Rdata","X.852",1,0,0,0
"X.8538","RD.190304.m.43.p2.Rdata","X.853",1,1,1,0
"X.8548","RD.190304.m.43.p2.Rdata","X.854",1,1,0,0
"X.8558","RD.190304.m.43.p2.Rdata","X.855",1,0,1,1
"X.8568","RD.190304.m.43.p2.Rdata","X.856",0,0,0,0
"X.8578","RD.190304.m.43.p2.Rdata","X.857",0,0,0,0
"X.8588","RD.190304.m.43.p2.Rdata","X.858",1,0,0,0
"X.8598","RD.190304.m.43.p2.Rdata","X.859",0,0,0,0
"X.8608","RD.190304.m.43.p2.Rdata","X.860",1,0,0,0
"X.86112","RD.190304.m.43.p2.Rdata","X.861",1,1,1,0
"X.86210","RD.190304.m.43.p2.Rdata","X.862",0,0,0,0
"X.8638","RD.190304.m.43.p2.Rdata","X.863",0,0,0,0
"X.8648","RD.190304.m.43.p2.Rdata","X.864",1,0,0,0
"X.8658","RD.190304.m.43.p2.Rdata","X.865",0,0,0,0
"X.8668","RD.190304.m.43.p2.Rdata","X.866",1,0,0,0
"X.8678","RD.190304.m.43.p2.Rdata","X.867",1,0,0,1
"X.8688","RD.190304.m.43.p2.Rdata","X.868",1,1,1,0
"X.8698","RD.190304.m.43.p2.Rdata","X.869",0,0,0,0
"X.8708","RD.190304.m.43.p2.Rdata","X.870",0,0,1,0
"X.87112","RD.190304.m.43.p2.Rdata","X.871",1,0,0,0
"X.87210","RD.190304.m.43.p2.Rdata","X.872",1,0,0,0
"X.8738","RD.190304.m.43.p2.Rdata","X.873",1,0,0,1
"X.8748","RD.190304.m.43.p2.Rdata","X.874",1,0,0,0
"X.8758","RD.190304.m.43.p2.Rdata","X.875",1,0,1,1
"X.8768","RD.190304.m.43.p2.Rdata","X.876",1,1,1,0
"X.8778","RD.190304.m.43.p2.Rdata","X.877",0,0,0,0
"X.8788","RD.190304.m.43.p2.Rdata","X.878",1,0,0,0
"X.8798","RD.190304.m.43.p2.Rdata","X.879",1,0,0,0
"X.8808","RD.190304.m.43.p2.Rdata","X.880",0,0,0,0
"X.88112","RD.190304.m.43.p2.Rdata","X.881",1,0,0,0
"X.88210","RD.190304.m.43.p2.Rdata","X.882",1,0,0,0
"X.8838","RD.190304.m.43.p2.Rdata","X.883",1,0,0,0
"X.8848","RD.190304.m.43.p2.Rdata","X.884",1,0,0,1
"X.8858","RD.190304.m.43.p2.Rdata","X.885",0,0,0,0
"X.8868","RD.190304.m.43.p2.Rdata","X.886",1,0,0,1
"X.8878","RD.190304.m.43.p2.Rdata","X.887",1,1,1,0
"X.8888","RD.190304.m.43.p2.Rdata","X.888",1,0,0,0
"X.8898","RD.190304.m.43.p2.Rdata","X.889",1,0,0,0
"X.8908","RD.190304.m.43.p2.Rdata","X.890",1,1,0,0
"X.89112","RD.190304.m.43.p2.Rdata","X.891",1,0,0,0
"X.89210","RD.190304.m.43.p2.Rdata","X.892",1,0,0,0
"X.8938","RD.190304.m.43.p2.Rdata","X.893",0,0,0,1
"X.8948","RD.190304.m.43.p2.Rdata","X.894",1,0,0,0
"X.8958","RD.190304.m.43.p2.Rdata","X.895",1,1,1,0
"X.8968","RD.190304.m.43.p2.Rdata","X.896",1,1,0,0
"X.8978","RD.190304.m.43.p2.Rdata","X.897",0,0,0,0
"X.8988","RD.190304.m.43.p2.Rdata","X.898",1,0,0,0
"X.8998","RD.190304.m.43.p2.Rdata","X.899",1,0,0,1
"X.9008","RD.190304.m.43.p2.Rdata","X.900",0,0,0,0
"X.90112","RD.190304.m.43.p2.Rdata","X.901",1,1,1,0
"X.90210","RD.190304.m.43.p2.Rdata","X.902",1,0,0,0
"X.9038","RD.190304.m.43.p2.Rdata","X.903",1,0,0,0
"X.9048","RD.190304.m.43.p2.Rdata","X.904",1,0,0,0
"X.9058","RD.190304.m.43.p2.Rdata","X.905",1,0,0,1
"X.9068","RD.190304.m.43.p2.Rdata","X.906",1,0,0,0
"X.9078","RD.190304.m.43.p2.Rdata","X.907",1,0,0,0
"X.9088","RD.190304.m.43.p2.Rdata","X.908",1,0,0,0
"X.9098","RD.190304.m.43.p2.Rdata","X.909",1,0,0,0
"X.91012","RD.190304.m.43.p2.Rdata","X.910",0,0,0,0
"X.91112","RD.190304.m.43.p2.Rdata","X.911",1,1,1,0
"X.91211","RD.190304.m.43.p2.Rdata","X.912",1,0,0,0
"X.9139","RD.190304.m.43.p2.Rdata","X.913",1,0,0,0
"X.9148","RD.190304.m.43.p2.Rdata","X.914",1,0,1,1
"X.9158","RD.190304.m.43.p2.Rdata","X.915",0,1,0,0
"X.9168","RD.190304.m.43.p2.Rdata","X.916",1,0,0,0
"X.9178","RD.190304.m.43.p2.Rdata","X.917",1,0,1,1
"X.9188","RD.190304.m.43.p2.Rdata","X.918",1,0,0,0
"X.9198","RD.190304.m.43.p2.Rdata","X.919",1,0,0,1
"X.9208","RD.190304.m.43.p2.Rdata","X.920",0,0,0,0
"X.92112","RD.190304.m.43.p2.Rdata","X.921",0,0,0,0
"X.92210","RD.190304.m.43.p2.Rdata","X.922",1,1,1,0
"X.9238","RD.190304.m.43.p2.Rdata","X.923",1,0,0,1
"X.9248","RD.190304.m.43.p2.Rdata","X.924",0,0,1,0
"X.9258","RD.190304.m.43.p2.Rdata","X.925",0,0,1,0
"X.9268","RD.190304.m.43.p2.Rdata","X.926",1,0,0,0
"X.9278","RD.190304.m.43.p2.Rdata","X.927",1,0,1,0
"X.9288","RD.190304.m.43.p2.Rdata","X.928",1,0,0,1
"X.9298","RD.190304.m.43.p2.Rdata","X.929",1,1,1,0
"X.9308","RD.190304.m.43.p2.Rdata","X.930",0,0,0,0
"X.93112","RD.190304.m.43.p2.Rdata","X.931",0,0,0,0
"X.93210","RD.190304.m.43.p2.Rdata","X.932",1,0,0,0
"X.9338","RD.190304.m.43.p2.Rdata","X.933",1,0,0,0
"X.9348","RD.190304.m.43.p2.Rdata","X.934",0,0,0,0
"X.9358","RD.190304.m.43.p2.Rdata","X.935",0,0,0,0
"X.9368","RD.190304.m.43.p2.Rdata","X.936",1,0,0,0
"X.9378","RD.190304.m.43.p2.Rdata","X.937",1,0,0,0
"X.9388","RD.190304.m.43.p2.Rdata","X.938",0,0,0,0
"X.9398","RD.190304.m.43.p2.Rdata","X.939",1,0,0,0
"X.9408","RD.190304.m.43.p2.Rdata","X.940",1,0,0,0
"X.94112","RD.190304.m.43.p2.Rdata","X.941",1,0,0,0
"X.94210","RD.190304.m.43.p2.Rdata","X.942",1,0,1,1
"X.9438","RD.190304.m.43.p2.Rdata","X.943",1,0,0,0
"X.9448","RD.190304.m.43.p2.Rdata","X.944",1,0,0,0
"X.9458","RD.190304.m.43.p2.Rdata","X.945",1,0,0,0
"X.9468","RD.190304.m.43.p2.Rdata","X.946",0,0,0,0
"X.9478","RD.190304.m.43.p2.Rdata","X.947",1,0,0,0
"X.9488","RD.190304.m.43.p2.Rdata","X.948",1,0,0,0
"X.9498","RD.190304.m.43.p2.Rdata","X.949",0,0,0,0
"X.9508","RD.190304.m.43.p2.Rdata","X.950",1,1,1,0
"X.95112","RD.190304.m.43.p2.Rdata","X.951",0,0,0,0
"X.95210","RD.190304.m.43.p2.Rdata","X.952",0,0,0,0
"X.9538","RD.190304.m.43.p2.Rdata","X.953",1,0,1,1
"X.9548","RD.190304.m.43.p2.Rdata","X.954",1,0,0,1
"X.9558","RD.190304.m.43.p2.Rdata","X.955",1,1,1,0
"X.9568","RD.190304.m.43.p2.Rdata","X.956",0,1,1,0
"X.9578","RD.190304.m.43.p2.Rdata","X.957",1,0,1,1
"X.9588","RD.190304.m.43.p2.Rdata","X.958",1,0,0,1
"X.9598","RD.190304.m.43.p2.Rdata","X.959",1,0,1,1
"X.9608","RD.190304.m.43.p2.Rdata","X.960",1,1,0,0
"X.96112","RD.190304.m.43.p2.Rdata","X.961",1,1,1,0
"X.96210","RD.190304.m.43.p2.Rdata","X.962",1,0,0,0
"X.9638","RD.190304.m.43.p2.Rdata","X.963",0,0,0,0
"X.9648","RD.190304.m.43.p2.Rdata","X.964",1,0,0,0
"X.9658","RD.190304.m.43.p2.Rdata","X.965",0,0,1,0
"X.9668","RD.190304.m.43.p2.Rdata","X.966",1,0,0,1
"X.9678","RD.190304.m.43.p2.Rdata","X.967",1,1,0,0
"X.9688","RD.190304.m.43.p2.Rdata","X.968",1,0,0,1
"X.9698","RD.190304.m.43.p2.Rdata","X.969",1,0,1,0
"X.9708","RD.190304.m.43.p2.Rdata","X.970",1,0,0,1
"X.97112","RD.190304.m.43.p2.Rdata","X.971",0,0,0,0
"X.97210","RD.190304.m.43.p2.Rdata","X.972",0,0,0,0
"X.9738","RD.190304.m.43.p2.Rdata","X.973",1,1,1,0
"X.9748","RD.190304.m.43.p2.Rdata","X.974",1,0,0,0
"X.9758","RD.190304.m.43.p2.Rdata","X.975",1,0,0,0
"X.9768","RD.190304.m.43.p2.Rdata","X.976",1,0,0,0
"X.9778","RD.190304.m.43.p2.Rdata","X.977",1,1,1,0
"X.9788","RD.190304.m.43.p2.Rdata","X.978",0,0,0,1
"X.9798","RD.190304.m.43.p2.Rdata","X.979",0,0,0,0
"X.9808","RD.190304.m.43.p2.Rdata","X.980",1,1,1,0
"X.98112","RD.190304.m.43.p2.Rdata","X.981",1,0,0,1
"X.98210","RD.190304.m.43.p2.Rdata","X.982",0,0,0,0
"X.9838","RD.190304.m.43.p2.Rdata","X.983",0,0,0,0
"X.9848","RD.190304.m.43.p2.Rdata","X.984",1,1,1,0
"X.9858","RD.190304.m.43.p2.Rdata","X.985",0,0,0,0
"X.9868","RD.190304.m.43.p2.Rdata","X.986",1,0,0,0
"X.9878","RD.190304.m.43.p2.Rdata","X.987",1,0,0,0
"X.9888","RD.190304.m.43.p2.Rdata","X.988",0,0,0,0
"X.9898","RD.190304.m.43.p2.Rdata","X.989",1,0,1,1
"X.9908","RD.190304.m.43.p2.Rdata","X.990",1,0,0,0
"X.99112","RD.190304.m.43.p2.Rdata","X.991",1,0,0,0
"X.99210","RD.190304.m.43.p2.Rdata","X.992",0,0,0,0
"X.9938","RD.190304.m.43.p2.Rdata","X.993",1,0,0,0
"X.9948","RD.190304.m.43.p2.Rdata","X.994",1,1,1,0
"X.9958","RD.190304.m.43.p2.Rdata","X.995",1,0,0,0
"X.9968","RD.190304.m.43.p2.Rdata","X.996",0,0,0,0
"X.9978","RD.190304.m.43.p2.Rdata","X.997",1,1,0,0
"X.9988","RD.190304.m.43.p2.Rdata","X.998",1,0,0,1
"X.9998","RD.190304.m.43.p2.Rdata","X.999",1,0,0,0
"X.10008","RD.190304.m.43.p2.Rdata","X.1000",0,0,0,0
"X.100112","RD.190304.m.43.p2.Rdata","X.1001",1,0,0,0
"X.100210","RD.190304.m.43.p2.Rdata","X.1002",1,0,0,0
"X.10038","RD.190304.m.43.p2.Rdata","X.1003",0,1,0,0
"X.10048","RD.190304.m.43.p2.Rdata","X.1004",1,0,0,0
"X.10058","RD.190304.m.43.p2.Rdata","X.1005",1,0,0,0
"X.10068","RD.190304.m.43.p2.Rdata","X.1006",1,1,0,0
"X.10078","RD.190304.m.43.p2.Rdata","X.1007",1,1,1,0
"X.10088","RD.190304.m.43.p2.Rdata","X.1008",1,0,0,0
"X.10098","RD.190304.m.43.p2.Rdata","X.1009",0,0,0,0
"X.101012","RD.190304.m.43.p2.Rdata","X.1010",1,0,0,1
"X.101112","RD.190304.m.43.p2.Rdata","X.1011",1,0,0,0
"X.101211","RD.190304.m.43.p2.Rdata","X.1012",0,0,0,0
"X.10139","RD.190304.m.43.p2.Rdata","X.1013",1,0,0,0
"X.10148","RD.190304.m.43.p2.Rdata","X.1014",1,0,0,0
"X.10158","RD.190304.m.43.p2.Rdata","X.1015",1,0,0,1
"X.10168","RD.190304.m.43.p2.Rdata","X.1016",1,1,1,0
"X.10178","RD.190304.m.43.p2.Rdata","X.1017",1,0,1,1
"X.10188","RD.190304.m.43.p2.Rdata","X.1018",1,1,1,0
"X.10198","RD.190304.m.43.p2.Rdata","X.1019",1,0,1,1
"X.10208","RD.190304.m.43.p2.Rdata","X.1020",1,1,1,0
"X.102112","RD.190304.m.43.p2.Rdata","X.1021",1,0,0,0
"X.102210","RD.190304.m.43.p2.Rdata","X.1022",1,0,0,0
"X.10238","RD.190304.m.43.p2.Rdata","X.1023",1,0,0,0
"X.10248","RD.190304.m.43.p2.Rdata","X.1024",1,0,1,1
"X.10258","RD.190304.m.43.p2.Rdata","X.1025",1,0,0,1
"X.10268","RD.190304.m.43.p2.Rdata","X.1026",0,0,0,0
"X.10278","RD.190304.m.43.p2.Rdata","X.1027",0,0,0,0
"X.10288","RD.190304.m.43.p2.Rdata","X.1028",1,0,1,0
"X.10298","RD.190304.m.43.p2.Rdata","X.1029",0,0,1,0
"X.10308","RD.190304.m.43.p2.Rdata","X.1030",1,0,1,1
"X.103112","RD.190304.m.43.p2.Rdata","X.1031",0,0,0,0
"X.103210","RD.190304.m.43.p2.Rdata","X.1032",1,0,1,1
"X.10338","RD.190304.m.43.p2.Rdata","X.1033",0,0,0,0
"X.10348","RD.190304.m.43.p2.Rdata","X.1034",0,1,0,0
"X.10358","RD.190304.m.43.p2.Rdata","X.1035",1,0,0,0
"X.10368","RD.190304.m.43.p2.Rdata","X.1036",1,0,0,0
"X.10378","RD.190304.m.43.p2.Rdata","X.1037",0,0,0,0
"X.10388","RD.190304.m.43.p2.Rdata","X.1038",1,0,1,1
"X.10398","RD.190304.m.43.p2.Rdata","X.1039",0,0,0,0
"X.10408","RD.190304.m.43.p2.Rdata","X.1040",1,0,0,0
"X.104112","RD.190304.m.43.p2.Rdata","X.1041",1,0,0,0
"X.104210","RD.190304.m.43.p2.Rdata","X.1042",0,0,0,0
"X.10438","RD.190304.m.43.p2.Rdata","X.1043",1,1,1,0
"X.10448","RD.190304.m.43.p2.Rdata","X.1044",1,0,1,1
"X.10458","RD.190304.m.43.p2.Rdata","X.1045",1,0,0,0
"X.10468","RD.190304.m.43.p2.Rdata","X.1046",0,0,0,0
"X.10478","RD.190304.m.43.p2.Rdata","X.1047",0,0,0,0
"X.10488","RD.190304.m.43.p2.Rdata","X.1048",1,0,0,0
"X.10498","RD.190304.m.43.p2.Rdata","X.1049",1,0,0,0
"X.10508","RD.190304.m.43.p2.Rdata","X.1050",1,0,0,0
"X.105112","RD.190304.m.43.p2.Rdata","X.1051",0,0,0,0
"X.105210","RD.190304.m.43.p2.Rdata","X.1052",1,0,0,0
"X.10538","RD.190304.m.43.p2.Rdata","X.1053",1,0,0,0
"X.10548","RD.190304.m.43.p2.Rdata","X.1054",1,0,0,0
"X.10558","RD.190304.m.43.p2.Rdata","X.1055",0,0,0,0
"X.10568","RD.190304.m.43.p2.Rdata","X.1056",1,0,0,0
"X.10578","RD.190304.m.43.p2.Rdata","X.1057",1,1,0,0
"X.10588","RD.190304.m.43.p2.Rdata","X.1058",1,0,0,0
"X.10598","RD.190304.m.43.p2.Rdata","X.1059",1,1,0,0
"X.10608","RD.190304.m.43.p2.Rdata","X.1060",1,0,0,1
"X.106112","RD.190304.m.43.p2.Rdata","X.1061",0,0,0,0
"X.106210","RD.190304.m.43.p2.Rdata","X.1062",1,1,1,0
"X.10638","RD.190304.m.43.p2.Rdata","X.1063",0,0,0,0
"X.10648","RD.190304.m.43.p2.Rdata","X.1064",0,0,0,0
"X.10658","RD.190304.m.43.p2.Rdata","X.1065",1,0,0,0
"X.10668","RD.190304.m.43.p2.Rdata","X.1066",0,0,0,0
"X.10678","RD.190304.m.43.p2.Rdata","X.1067",0,0,0,0
"X.11039","RD.190308.m.33.p1.Rdata","X.1",0,0,0,0
"X.21009","RD.190308.m.33.p1.Rdata","X.2",0,0,0,0
"X.31009","RD.190308.m.33.p1.Rdata","X.3",0,0,0,0
"X.4430","RD.190308.m.33.p1.Rdata","X.4",0,0,0,0
"X.5140","RD.190308.m.33.p1.Rdata","X.5",0,0,0,0
"X.6140","RD.190308.m.33.p1.Rdata","X.6",0,0,0,0
"X.7140","RD.190308.m.33.p1.Rdata","X.7",0,0,0,0
"X.8140","RD.190308.m.33.p1.Rdata","X.8",0,0,0,0
"X.9140","RD.190308.m.33.p1.Rdata","X.9",0,0,0,0
"X.10140","RD.190308.m.33.p1.Rdata","X.10",0,0,0,0
"X.11138","RD.190308.m.33.p1.Rdata","X.11",1,0,0,0
"X.12129","RD.190308.m.33.p1.Rdata","X.12",0,0,0,0
"X.13128","RD.190308.m.33.p1.Rdata","X.13",0,0,0,0
"X.14125","RD.190308.m.33.p1.Rdata","X.14",0,0,0,0
"X.15125","RD.190308.m.33.p1.Rdata","X.15",0,0,0,0
"X.16120","RD.190308.m.33.p1.Rdata","X.16",0,0,0,0
"X.17120","RD.190308.m.33.p1.Rdata","X.17",0,0,0,0
"X.18120","RD.190308.m.33.p1.Rdata","X.18",0,0,0,0
"X.19109","RD.190308.m.33.p1.Rdata","X.19",0,0,0,0
"X.20109","RD.190308.m.33.p1.Rdata","X.20",0,0,0,0
"X.21109","RD.190308.m.33.p1.Rdata","X.21",0,0,0,0
"X.22109","RD.190308.m.33.p1.Rdata","X.22",0,0,0,0
"X.23109","RD.190308.m.33.p1.Rdata","X.23",1,0,1,1
"X.24109","RD.190308.m.33.p1.Rdata","X.24",1,0,0,0
"X.25109","RD.190308.m.33.p1.Rdata","X.25",0,0,0,0
"X.26109","RD.190308.m.33.p1.Rdata","X.26",0,0,0,0
"X.27109","RD.190308.m.33.p1.Rdata","X.27",0,0,0,0
"X.28109","RD.190308.m.33.p1.Rdata","X.28",0,0,0,0
"X.29109","RD.190308.m.33.p1.Rdata","X.29",0,0,0,0
"X.30109","RD.190308.m.33.p1.Rdata","X.30",0,0,0,0
"X.31109","RD.190308.m.33.p1.Rdata","X.31",0,0,0,0
"X.32109","RD.190308.m.33.p1.Rdata","X.32",1,0,0,0
"X.33109","RD.190308.m.33.p1.Rdata","X.33",0,0,0,0
"X.34109","RD.190308.m.33.p1.Rdata","X.34",0,0,0,0
"X.35109","RD.190308.m.33.p1.Rdata","X.35",0,0,0,0
"X.36109","RD.190308.m.33.p1.Rdata","X.36",0,0,0,0
"X.37109","RD.190308.m.33.p1.Rdata","X.37",1,0,0,1
"X.38109","RD.190308.m.33.p1.Rdata","X.38",0,0,0,0
"X.39108","RD.190308.m.33.p1.Rdata","X.39",1,0,0,1
"X.40108","RD.190308.m.33.p1.Rdata","X.40",1,0,0,0
"X.41108","RD.190308.m.33.p1.Rdata","X.41",1,0,0,1
"X.42108","RD.190308.m.33.p1.Rdata","X.42",0,0,0,0
"X.43102","RD.190308.m.33.p1.Rdata","X.43",1,1,1,0
"X.4439","RD.190308.m.33.p1.Rdata","X.44",1,0,0,0
"X.4530","RD.190308.m.33.p1.Rdata","X.45",1,0,0,0
"X.4630","RD.190308.m.33.p1.Rdata","X.46",1,0,0,0
"X.4730","RD.190308.m.33.p1.Rdata","X.47",0,0,0,0
"X.4830","RD.190308.m.33.p1.Rdata","X.48",1,1,1,0
"X.4930","RD.190308.m.33.p1.Rdata","X.49",1,0,0,0
"X.5030","RD.190308.m.33.p1.Rdata","X.50",1,1,0,0
"X.5149","RD.190308.m.33.p1.Rdata","X.51",1,0,0,0
"X.5230","RD.190308.m.33.p1.Rdata","X.52",0,0,0,0
"X.5330","RD.190308.m.33.p1.Rdata","X.53",1,0,0,0
"X.5430","RD.190308.m.33.p1.Rdata","X.54",0,0,0,0
"X.5530","RD.190308.m.33.p1.Rdata","X.55",0,0,0,0
"X.5630","RD.190308.m.33.p1.Rdata","X.56",1,0,0,1
"X.5730","RD.190308.m.33.p1.Rdata","X.57",1,0,0,1
"X.5830","RD.190308.m.33.p1.Rdata","X.58",1,0,0,0
"X.5930","RD.190308.m.33.p1.Rdata","X.59",0,0,0,0
"X.6030","RD.190308.m.33.p1.Rdata","X.60",1,0,1,1
"X.6149","RD.190308.m.33.p1.Rdata","X.61",1,1,0,0
"X.6230","RD.190308.m.33.p1.Rdata","X.62",0,0,0,0
"X.6330","RD.190308.m.33.p1.Rdata","X.63",0,0,0,0
"X.6430","RD.190308.m.33.p1.Rdata","X.64",1,0,0,1
"X.6530","RD.190308.m.33.p1.Rdata","X.65",1,1,1,0
"X.6630","RD.190308.m.33.p1.Rdata","X.66",0,0,0,0
"X.6730","RD.190308.m.33.p1.Rdata","X.67",1,0,0,0
"X.6830","RD.190308.m.33.p1.Rdata","X.68",1,0,0,1
"X.6930","RD.190308.m.33.p1.Rdata","X.69",0,0,0,0
"X.7030","RD.190308.m.33.p1.Rdata","X.70",1,0,0,1
"X.7149","RD.190308.m.33.p1.Rdata","X.71",0,0,0,0
"X.7230","RD.190308.m.33.p1.Rdata","X.72",1,0,0,0
"X.7330","RD.190308.m.33.p1.Rdata","X.73",0,0,0,0
"X.7430","RD.190308.m.33.p1.Rdata","X.74",0,1,0,0
"X.7530","RD.190308.m.33.p1.Rdata","X.75",0,0,0,0
"X.7630","RD.190308.m.33.p1.Rdata","X.76",0,0,0,0
"X.7730","RD.190308.m.33.p1.Rdata","X.77",0,0,0,0
"X.7830","RD.190308.m.33.p1.Rdata","X.78",0,0,0,0
"X.7930","RD.190308.m.33.p1.Rdata","X.79",0,0,0,0
"X.8030","RD.190308.m.33.p1.Rdata","X.80",1,0,0,0
"X.8149","RD.190308.m.33.p1.Rdata","X.81",1,0,0,1
"X.8230","RD.190308.m.33.p1.Rdata","X.82",0,0,0,0
"X.8330","RD.190308.m.33.p1.Rdata","X.83",1,0,0,0
"X.8430","RD.190308.m.33.p1.Rdata","X.84",1,1,0,0
"X.8530","RD.190308.m.33.p1.Rdata","X.85",0,0,0,0
"X.8630","RD.190308.m.33.p1.Rdata","X.86",1,0,0,0
"X.8730","RD.190308.m.33.p1.Rdata","X.87",0,0,0,0
"X.8830","RD.190308.m.33.p1.Rdata","X.88",1,0,0,1
"X.8930","RD.190308.m.33.p1.Rdata","X.89",1,0,1,1
"X.9030","RD.190308.m.33.p1.Rdata","X.90",1,0,1,0
"X.9149","RD.190308.m.33.p1.Rdata","X.91",1,0,0,1
"X.9230","RD.190308.m.33.p1.Rdata","X.92",1,1,0,0
"X.9330","RD.190308.m.33.p1.Rdata","X.93",1,1,1,0
"X.9430","RD.190308.m.33.p1.Rdata","X.94",1,0,0,1
"X.9530","RD.190308.m.33.p1.Rdata","X.95",0,0,0,0
"X.9630","RD.190308.m.33.p1.Rdata","X.96",0,0,0,0
